3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7595233876683204;0.4876849348078013;0.8456289821317101;0.7595233876683204;0.5276990980942241;0.9744704728216609;0.7595233876683204;0.7604363995540958;0.7595233876683204;3626998100;31998800;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7662783486888731;0.4893341756372806;0.8500420715357011;0.7662783486888731;0.5270663674364464;0.9737246619988374;0.7662783486888731;0.7490164310694982;0.7662783486888731;3720006300;30994200;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7573307937632885;0.4848184690438541;0.8442071154383626;0.7573307937632885;0.5261467000714257;0.9737157983998651;0.7573307937632885;0.7465733743403027;0.7573307937632885;3532000200;30000000;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7569099929128278;0.4833242333986131;0.8439418397122731;0.7569099929128278;0.5251352756930477;0.9731668527933081;0.7569099929128278;0.7368006815095417;0.7569099929128278;3397967400;32033000;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7653481573352232;0.4876668659910982;0.8494436285894366;0.7653481573352232;0.5260752006500331;0.9732329294893451;0.7653481573352232;0.7400457233265474;0.7653481573352232;3720000500;32998200;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7586153437278526;0.4863505020606684;0.8450248315480616;0.7586153437278526;0.5269332621300186;0.9740466411708296;0.7586153437278526;0.7532041514361125;0.7586153437278526;3550003300;31000700;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.758991849751949;0.48591628600889436;0.8452760272103264;0.758991849751949;0.5265002469929883;0.9737806267832839;0.758991849751949;0.7486226699527259;0.758991849751949;3856999800;31000800;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7584381644223955;0.4858323325869835;0.84491218030619;0.7584381644223954;0.5265913469357119;0.9738631875486092;0.7584381644223954;0.7499312709801718;0.7584381644223954;3448005500;30990700;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7526133947554926;0.4816954456978271;0.8410990942057078;0.7526133947554926;0.5250900655545755;0.9733261357199341;0.7526133947554926;0.7390020034359244;0.7526133947554926;3497964900;31000100;16587;45152
3-dt-dataset-fasttext-crawl-300d-2M-subword-particular.csv;0.7602763997165131;0.48724306507679305;0.8461110264070015;0.7602763997165131;0.5271428746439425;0.9740698528109519;0.7602763997165131;0.7540520114374691;0.7602763997165131;3664001200;32000800;16587;45152
